n_random_features,model_score,features
25,0.832,"[('argmax', ('argmax', 'Z')), ('argmax', ('re_fft', ('corr', ('argmax', ('re_fft', 'E')), 'Z'))), ('corr', 'Z', ('argmax', ('skew', ('max', ('+', 'N', 'E'))))), 'E', 'Z', ('re_fft', 'E'), ('skew', 'E'), ('kurtosis', ('+', ('kurtosis', ('min', ('re_fft', 'Z'))), ('min', ('re_fft', ('max', 'E'))))), ('skew', ('max', 'Z')), ('argmax', ('corr', ('skew', ('corr', ('argmax', 'N'), ('kurtosis', 'N'))), ('+', 'E', ('skew', 'E')))), ('+', ('kurtosis', ('re_fft', ('skew', ('+', 'Z', 'E')))), ('re_fft', 'E')), 'E', ('skew', ('kurtosis', 'Z')), ('max', ('skew', ('+', ('corr', 'Z', 'E'), 'Z'))), ('argmax', 'E'), ('max', ('+', ('kurtosis', ('skew', 'N')), ('min', 'N'))), ('corr', 'Z', 'N'), ('re_fft', ('re_fft', ('corr', ('+', ('argmax', 'N'), 'E'), ('kurtosis', ('+', 'E', 'N'))))), 'E', ('max', ('+', ('corr', 'N', ('min', 'N')), ('skew', ('max', 'E')))), ('kurtosis', ('argmax', ('re_fft', 'E'))), ('re_fft', ('re_fft', 'Z')), ('skew', ('argmax', 'E')), ('kurtosis', 'N'), ('min', 'N')]"
25,0.816,"[('max', ('corr', ('skew', ('min', ('skew', 'E'))), ('+', ('max', ('argmax', 'Z')), 'Z'))), 'E', ('argmax', ('re_fft', 'N')), 'E', ('kurtosis', ('min', ('corr', 'Z', ('argmax', 'E')))), 'Z', ('max', ('max', ('min', ('kurtosis', ('skew', 'N'))))), ('argmax', 'Z'), ('re_fft', ('argmax', 'Z')), 'E', ('max', ('max', ('re_fft', ('skew', 'N')))), ('argmax', ('skew', 'E')), 'N', 'E', ('min', ('re_fft', ('min', 'E'))), ('kurtosis', ('corr', ('kurtosis', ('min', ('max', 'N'))), ('+', ('+', 'N', 'E'), ('+', ('kurtosis', 'E'), 'E')))), ('corr', ('max', ('corr', ('re_fft', ('min', 'Z')), 'N')), ('re_fft', 'E')), ('+', ('corr', ('skew', ('corr', ('argmax', 'E'), 'N')), 'Z'), ('argmax', ('max', ('corr', ('skew', 'Z'), ('min', 'E'))))), ('argmax', ('min', ('skew', 'Z'))), 'N', ('+', ('kurtosis', ('max', 'Z')), ('re_fft', ('re_fft', ('+', 'E', ('skew', 'E'))))), 'N', ('min', 'Z'), ('skew', ('min', ('kurtosis', ('min', 'N')))), ('+', ('skew', ('skew', ('corr', ('+', 'E', 'E'), 'E'))), ('kurtosis', ('kurtosis', ('+', 'N', ('corr', 'E', 'Z')))))]"
25,0.839,"[('re_fft', ('max', ('skew', 'Z'))), ('kurtosis', ('max', ('re_fft', 'N'))), ('min', 'E'), ('max', ('min', ('+', ('argmax', ('corr', 'Z', 'N')), 'Z'))), ('argmax', ('corr', 'Z', ('max', ('+', 'E', 'Z')))), ('argmax', ('kurtosis', 'Z')), 'E', ('corr', ('argmax', ('re_fft', ('kurtosis', ('max', 'N')))), ('min', 'N')), ('+', ('skew', ('kurtosis', ('kurtosis', 'E'))), ('+', 'E', ('re_fft', ('min', ('re_fft', 'Z'))))), 'N', ('argmax', ('argmax', ('max', 'Z'))), 'E', ('+', 'N', ('kurtosis', ('min', ('re_fft', 'N')))), ('kurtosis', ('corr', 'E', ('+', ('argmax', 'Z'), 'E'))), 'E', 'N', ('min', 'N'), ('argmax', ('max', 'Z')), ('argmax', ('min', ('min', 'Z'))), ('min', 'E'), 'Z', ('min', ('max', ('+', 'Z', ('+', ('+', 'E', 'Z'), 'E')))), ('+', ('corr', ('max', ('skew', 'N')), ('min', ('min', 'N'))), 'N'), ('skew', ('max', ('corr', 'N', ('max', ('argmax', 'Z'))))), 'E']"
25,0.810,"[('+', ('corr', ('+', 'E', 'Z'), ('re_fft', ('corr', ('max', 'E'), 'N'))), 'Z'), ('corr', 'E', ('min', 'Z')), 'N', ('argmax', ('max', ('corr', ('argmax', ('+', 'Z', 'Z')), ('corr', 'Z', 'E')))), 'N', ('max', 'Z'), ('max', 'N'), ('corr', ('max', ('argmax', 'N')), ('argmax', 'Z')), ('skew', 'E'), ('skew', 'E'), ('kurtosis', ('min', ('+', 'E', ('+', ('kurtosis', 'Z'), ('min', 'N'))))), 'E', 'E', ('min', ('max', 'Z')), 'Z', ('kurtosis', 'N'), 'Z', ('corr', 'N', ('+', ('re_fft', ('corr', 'Z', ('argmax', 'Z'))), 'Z')), ('+', 'E', ('argmax', 'E')), ('corr', ('re_fft', ('re_fft', ('argmax', ('min', 'E')))), ('kurtosis', 'Z')), ('min', ('re_fft', ('re_fft', ('max', ('re_fft', 'N'))))), 'E', ('corr', ('re_fft', 'N'), ('min', ('skew', ('corr', ('skew', 'Z'), ('min', 'E'))))), 'N', ('+', ('re_fft', ('corr', ('+', ('corr', 'Z', 'N'), ('skew', 'E')), ('kurtosis', ('skew', 'N')))), ('max', ('argmax', 'Z')))]"
25,0.830,"[('corr', ('argmax', ('min', ('max', ('corr', 'Z', 'Z')))), 'N'), ('argmax', ('min', ('corr', ('corr', 'E', ('corr', 'E', 'E')), 'E'))), ('max', 'N'), ('kurtosis', ('kurtosis', ('argmax', ('+', 'E', ('min', 'Z'))))), 'N', ('kurtosis', ('skew', 'E')), ('min', ('min', ('min', ('corr', ('corr', 'Z', 'N'), ('kurtosis', 'Z'))))), ('re_fft', 'E'), ('re_fft', ('kurtosis', ('kurtosis', 'N'))), ('re_fft', ('argmax', ('skew', 'N'))), ('min', 'E'), ('argmax', 'Z'), ('skew', ('max', ('skew', ('argmax', ('kurtosis', 'E'))))), ('kurtosis', ('corr', ('max', 'Z'), ('+', ('skew', ('skew', 'Z')), ('corr', ('min', 'N'), ('+', 'Z', 'N'))))), ('re_fft', ('min', ('argmax', ('re_fft', ('max', 'E'))))), ('corr', 'Z', ('min', ('argmax', ('kurtosis', 'Z')))), ('skew', ('re_fft', ('corr', 'N', ('argmax', ('kurtosis', 'N'))))), ('argmax', ('corr', ('max', 'E'), 'E')), ('max', 'N'), ('argmax', ('+', ('max', 'Z'), ('re_fft', ('min', ('re_fft', 'N'))))), 'Z', ('kurtosis', 'E'), ('kurtosis', 'Z'), ('skew', ('skew', ('+', ('skew', ('argmax', 'Z')), 'Z'))), ('re_fft', 'E')]"
25,0.821,"[('max', ('argmax', 'Z')), ('max', 'E'), ('kurtosis', ('max', ('re_fft', ('re_fft', ('kurtosis', 'N'))))), ('corr', 'N', ('corr', 'E', ('min', 'N'))), 'E', ('corr', ('skew', ('max', ('re_fft', ('kurtosis', 'Z')))), ('re_fft', 'N')), 'N', ('+', ('max', 'N'), ('kurtosis', ('skew', ('argmax', ('argmax', 'E'))))), ('argmax', 'E'), ('+', ('min', ('min', 'Z')), 'N'), 'Z', ('max', ('+', ('+', 'E', 'E'), ('kurtosis', ('kurtosis', ('max', 'N'))))), ('skew', ('max', ('corr', ('re_fft', ('argmax', 'E')), ('kurtosis', ('argmax', 'E'))))), ('skew', ('max', ('re_fft', ('kurtosis', ('kurtosis', 'Z'))))), 'N', ('kurtosis', ('min', ('+', ('argmax', 'E'), ('re_fft', ('skew', 'Z'))))), ('re_fft', 'Z'), 'N', ('re_fft', ('corr', ('max', ('max', 'N')), 'E')), 'N', 'E', ('+', ('kurtosis', ('re_fft', 'E')), 'N'), ('skew', 'Z'), 'N', 'Z']"
25,0.797,"['N', ('kurtosis', ('max', ('min', ('max', ('min', 'E'))))), ('max', ('min', ('skew', ('min', ('min', 'E'))))), 'Z', ('skew', ('+', 'E', ('+', ('kurtosis', ('re_fft', 'N')), 'Z'))), 'N', ('re_fft', ('re_fft', 'N')), ('max', ('+', 'E', ('argmax', ('argmax', 'Z')))), 'E', ('skew', 'E'), ('+', 'E', ('kurtosis', 'E')), ('argmax', ('skew', ('skew', ('argmax', ('kurtosis', 'N'))))), ('skew', 'N'), ('max', ('skew', 'Z')), ('kurtosis', ('min', 'N')), ('min', ('kurtosis', ('corr', ('argmax', ('corr', 'N', 'N')), ('min', ('min', 'E'))))), ('skew', 'E'), 'E', ('min', ('argmax', ('skew', 'N'))), ('min', ('min', ('kurtosis', ('skew', ('argmax', 'N'))))), 'Z', ('+', ('skew', ('skew', 'N')), 'E'), ('corr', ('re_fft', ('argmax', ('max', ('kurtosis', 'Z')))), ('re_fft', ('argmax', ('corr', ('max', 'Z'), ('kurtosis', 'N'))))), 'Z', ('min', ('skew', 'E'))]"
25,0.818,"[('re_fft', 'N'), 'E', ('argmax', ('skew', ('min', ('skew', ('corr', 'E', 'N'))))), 'E', ('max', 'N'), ('kurtosis', ('kurtosis', ('max', ('kurtosis', ('kurtosis', 'Z'))))), ('re_fft', ('kurtosis', 'N')), ('argmax', ('corr', ('min', ('argmax', ('argmax', 'E'))), ('kurtosis', ('corr', ('re_fft', 'N'), ('+', 'Z', 'N'))))), ('argmax', 'N'), 'E', ('kurtosis', 'Z'), ('kurtosis', 'N'), ('skew', ('min', ('max', 'Z'))), ('re_fft', ('+', ('max', ('corr', 'Z', ('skew', 'E'))), ('max', ('+', ('min', 'N'), 'E')))), ('re_fft', ('skew', 'N')), ('argmax', ('+', 'E', ('skew', 'E'))), 'Z', ('min', 'Z'), 'N', 'N', ('re_fft', ('+', ('kurtosis', ('+', ('+', 'E', 'E'), ('min', 'N'))), 'N')), 'N', ('re_fft', ('re_fft', ('max', ('+', ('+', 'Z', 'E'), ('skew', 'N'))))), 'N', ('corr', 'N', 'N')]"
30,0.834,"[('corr', ('+', ('corr', ('+', ('kurtosis', 'E'), 'Z'), ('kurtosis', ('argmax', 'N'))), 'Z'), ('corr', ('skew', 'N'), 'Z')), ('max', 'N'), ('+', 'Z', ('min', 'E')), ('skew', ('+', ('argmax', ('+', ('max', 'Z'), ('min', 'E'))), ('max', 'E'))), ('kurtosis', ('argmax', 'N')), ('re_fft', 'E'), ('+', ('argmax', ('max', 'N')), ('skew', 'N')), ('min', 'Z'), ('re_fft', ('min', ('argmax', ('kurtosis', ('corr', 'Z', 'N'))))), 'Z', 'Z', ('corr', ('+', ('re_fft', ('corr', ('corr', 'E', 'Z'), ('kurtosis', 'N'))), ('min', 'N')), ('skew', 'E')), ('min', ('max', ('max', ('min', ('re_fft', 'Z'))))), ('skew', 'Z'), ('skew', ('min', ('re_fft', ('corr', 'N', 'N')))), ('kurtosis', ('argmax', ('min', 'E'))), ('+', 'N', ('max', ('min', ('min', ('kurtosis', 'N'))))), ('argmax', ('kurtosis', ('corr', ('min', ('skew', 'E')), 'Z'))), ('min', ('min', ('re_fft', ('skew', ('argmax', 'N'))))), 'E', ('kurtosis', ('re_fft', ('max', ('kurtosis', ('skew', 'E'))))), ('max', ('re_fft', ('re_fft', 'E'))), ('re_fft', ('re_fft', ('min', ('kurtosis', 'Z')))), 'Z', ('max', ('+', ('kurtosis', ('min', 'Z')), ('min', ('max', 'N')))), ('re_fft', ('kurtosis', ('skew', 'E'))), ('re_fft', 'E'), 'N', 'E', 'Z']"
30,0.795,"['N', 'Z', ('argmax', ('kurtosis', 'E')), ('re_fft', 'E'), 'E', 'E', ('+', ('re_fft', ('min', ('re_fft', ('corr', 'N', 'N')))), ('argmax', ('kurtosis', 'E'))), ('argmax', ('corr', ('argmax', 'E'), 'N')), ('min', ('argmax', 'N')), ('+', 'E', ('kurtosis', ('corr', 'E', ('+', ('kurtosis', 'N'), ('corr', 'N', 'N'))))), ('kurtosis', ('+', 'E', ('max', 'N'))), ('re_fft', ('corr', ('max', 'E'), ('max', ('min', ('corr', 'Z', 'Z'))))), ('kurtosis', 'Z'), 'Z', 'N', ('skew', ('skew', 'Z')), 'E', ('argmax', 'Z'), ('corr', ('argmax', ('argmax', ('+', ('re_fft', 'E'), ('kurtosis', 'Z')))), 'Z'), ('corr', ('min', ('re_fft', ('min', ('+', 'N', 'Z')))), ('+', ('corr', ('+', ('skew', 'E'), 'E'), ('kurtosis', ('re_fft', 'Z'))), ('min', ('max', ('corr', 'N', 'E'))))), 'N', ('re_fft', ('argmax', 'Z')), ('argmax', ('skew', ('re_fft', 'E'))), ('argmax', ('argmax', ('re_fft', 'N'))), ('kurtosis', ('max', ('re_fft', 'N'))), 'E', 'Z', ('argmax', ('re_fft', ('skew', ('+', ('+', 'E', 'Z'), ('min', 'Z'))))), ('max', 'E'), 'N']"
30,0.755,"[('re_fft', 'Z'), 'Z', ('+', ('max', ('corr', 'E', ('min', 'Z'))), ('skew', 'E')), ('re_fft', 'E'), ('+', ('corr', ('max', ('max', ('kurtosis', 'N'))), ('corr', ('kurtosis', 'E'), ('kurtosis', ('corr', 'E', 'E')))), 'Z'), 'Z', 'E', 'E', ('kurtosis', ('corr', ('kurtosis', ('skew', 'E')), ('corr', ('max', 'E'), 'N'))), ('corr', ('re_fft', ('argmax', ('kurtosis', ('corr', 'Z', 'E')))), ('corr', 'Z', 'E')), ('+', ('re_fft', ('corr', ('re_fft', 'E'), 'N')), ('argmax', 'Z')), 'E', ('max', ('skew', ('+', 'Z', ('max', ('max', 'E'))))), ('corr', ('corr', 'N', ('argmax', ('+', ('argmax', 'N'), ('kurtosis', 'N')))), ('+', ('+', ('skew', ('kurtosis', 'Z')), 'Z'), 'Z')), ('skew', 'E'), ('re_fft', 'Z'), 'E', 'Z', ('skew', ('max', 'N')), 'E', ('min', ('kurtosis', ('min', ('kurtosis', ('corr', 'E', 'N'))))), 'Z', ('corr', 'Z', ('skew', ('argmax', ('+', 'Z', 'N')))), 'E', ('corr', ('max', ('max', 'N')), ('max', ('re_fft', ('min', 'N')))), ('skew', ('max', ('min', ('argmax', ('skew', 'E'))))), ('re_fft', ('kurtosis', ('skew', ('min', 'E')))), ('corr', ('kurtosis', ('max', 'Z')), 'Z'), ('max', ('argmax', ('min', ('re_fft', 'N')))), 'E']"
30,0.851,"[('min', 'N'), ('argmax', ('skew', ('argmax', ('corr', ('argmax', 'N'), ('kurtosis', 'E'))))), 'Z', ('skew', 'Z'), 'N', ('re_fft', ('min', ('kurtosis', 'Z'))), 'E', ('re_fft', ('max', ('kurtosis', ('max', 'N')))), 'Z', ('+', ('+', ('min', ('kurtosis', ('kurtosis', 'E'))), ('skew', ('kurtosis', ('kurtosis', 'N')))), ('min', ('skew', ('re_fft', ('skew', 'N'))))), 'E', ('argmax', 'N'), ('min', 'E'), ('max', 'Z'), 'Z', ('skew', 'N'), ('kurtosis', ('re_fft', 'N')), ('re_fft', ('min', ('skew', ('max', 'E')))), 'N', ('+', ('argmax', ('min', 'Z')), ('kurtosis', ('skew', ('max', ('re_fft', 'Z'))))), ('skew', ('re_fft', 'E')), ('max', ('argmax', 'E')), ('argmax', ('min', ('max', ('+', 'N', ('skew', 'Z'))))), ('re_fft', ('max', ('kurtosis', ('corr', ('min', 'Z'), ('skew', 'Z'))))), ('re_fft', ('max', 'E')), ('skew', ('max', 'E')), 'E', ('min', ('argmax', ('re_fft', 'Z'))), ('kurtosis', ('re_fft', ('corr', 'N', ('+', 'Z', ('min', 'N'))))), ('max', 'N')]"
30,0.821,"[('kurtosis', 'E'), ('corr', 'E', 'N'), 'N', ('re_fft', ('re_fft', ('argmax', ('kurtosis', ('max', 'Z'))))), ('re_fft', ('re_fft', ('skew', ('argmax', 'N')))), ('kurtosis', 'E'), ('max', ('skew', ('corr', 'Z', ('corr', ('kurtosis', 'E'), 'Z')))), 'Z', ('min', ('re_fft', ('max', ('corr', ('max', 'E'), ('max', 'N'))))), 'N', 'E', ('max', ('kurtosis', 'E')), ('corr', 'E', ('re_fft', 'Z')), ('kurtosis', 'N'), ('max', ('corr', ('+', ('kurtosis', 'E'), ('max', ('+', 'E', 'Z'))), ('min', ('argmax', ('corr', 'N', 'Z'))))), 'Z', 'E', ('+', ('min', ('kurtosis', ('min', ('+', 'N', 'N')))), ('corr', 'E', ('kurtosis', ('+', ('max', 'E'), 'N')))), ('+', 'Z', ('kurtosis', ('re_fft', 'E'))), 'N', ('min', ('argmax', ('skew', 'N'))), 'N', ('min', ('+', ('argmax', ('kurtosis', 'N')), ('kurtosis', ('+', 'Z', ('skew', 'N'))))), ('kurtosis', ('kurtosis', ('corr', ('re_fft', ('+', 'E', 'E')), ('argmax', ('min', 'N'))))), ('corr', 'E', ('skew', ('re_fft', ('skew', ('+', 'E', 'N'))))), ('max', 'N'), ('argmax', ('+', 'E', ('skew', 'N'))), ('corr', ('+', 'E', ('max', 'N')), ('corr', ('kurtosis', ('corr', ('argmax', 'Z'), ('re_fft', 'N'))), ('max', ('kurtosis', 'N')))), 'N', ('min', ('skew', 'Z'))]"
30,0.835,"[('+', ('+', ('re_fft', ('kurtosis', 'Z')), 'Z'), ('skew', 'E')), ('argmax', 'N'), ('max', ('corr', ('argmax', 'N'), ('+', ('re_fft', 'E'), ('min', 'E')))), ('skew', ('min', ('+', ('max', 'Z'), ('min', 'N')))), ('argmax', ('corr', ('kurtosis', ('re_fft', ('+', 'N', 'E'))), ('+', 'N', ('re_fft', ('kurtosis', 'Z'))))), ('corr', ('argmax', ('skew', ('kurtosis', ('kurtosis', 'Z')))), ('re_fft', 'N')), 'E', ('kurtosis', 'N'), ('skew', ('corr', 'E', 'E')), 'Z', ('skew', ('min', ('re_fft', ('argmax', ('kurtosis', 'N'))))), ('skew', ('re_fft', ('kurtosis', ('argmax', ('re_fft', 'N'))))), 'Z', ('min', ('skew', ('min', 'Z'))), ('min', 'Z'), ('skew', ('skew', ('+', ('max', ('min', 'Z')), ('argmax', ('min', 'N'))))), ('kurtosis', ('skew', 'N')), ('kurtosis', ('max', 'N')), ('argmax', ('kurtosis', ('argmax', ('skew', 'Z')))), 'E', ('kurtosis', 'E'), 'Z', ('max', ('max', ('skew', 'Z'))), ('skew', ('min', 'N')), ('min', ('min', ('kurtosis', ('corr', ('corr', 'N', 'N'), 'E')))), ('+', ('re_fft', 'Z'), 'E'), ('skew', ('+', 'N', ('min', ('argmax', ('re_fft', 'Z'))))), ('+', 'E', 'N'), ('+', ('kurtosis', ('+', 'E', ('max', ('argmax', 'Z')))), ('kurtosis', ('argmax', ('corr', ('max', 'N'), ('min', 'E'))))), ('max', ('kurtosis', ('kurtosis', ('corr', ('max', 'Z'), ('min', 'N')))))]"
30,0.821,"[('re_fft', ('corr', ('skew', ('min', ('argmax', 'E'))), ('+', 'E', ('max', ('min', 'N'))))), ('min', ('re_fft', 'Z')), 'N', ('argmax', 'N'), ('min', 'E'), ('re_fft', ('re_fft', ('max', 'Z'))), ('skew', 'N'), ('max', ('skew', 'Z')), ('min', 'E'), ('kurtosis', ('+', ('argmax', 'E'), ('skew', 'N'))), ('+', ('+', ('max', ('+', 'N', ('max', 'E'))), ('corr', ('corr', 'E', ('corr', 'Z', 'E')), 'N')), ('kurtosis', 'N')), 'Z', 'N', 'Z', ('corr', 'Z', ('min', 'E')), ('skew', ('kurtosis', ('kurtosis', 'N'))), 'Z', 'N', ('skew', 'N'), 'Z', ('max', ('corr', ('kurtosis', 'N'), ('+', ('corr', 'Z', ('skew', 'E')), ('+', 'E', 'N')))), ('re_fft', 'E'), 'Z', ('min', 'N'), 'E', 'E', 'N', ('max', 'Z'), ('max', ('+', 'N', 'Z')), ('kurtosis', ('min', ('skew', ('corr', 'E', 'Z'))))]"
30,0.805,"['E', ('re_fft', 'E'), 'Z', 'Z', ('re_fft', 'E'), ('argmax', ('max', ('min', ('max', ('skew', 'N'))))), ('argmax', 'N'), 'Z', 'N', ('max', ('skew', ('+', 'N', ('skew', ('corr', 'N', 'E'))))), ('corr', ('argmax', 'Z'), ('min', ('max', ('min', ('corr', 'Z', 'Z'))))), ('argmax', ('skew', 'Z')), ('corr', ('re_fft', ('corr', ('argmax', ('skew', 'E')), 'N')), ('skew', ('max', ('kurtosis', 'Z')))), ('corr', ('argmax', 'N'), ('skew', ('max', ('max', 'Z')))), ('argmax', 'Z'), 'Z', 'E', ('argmax', ('re_fft', ('argmax', ('max', ('re_fft', 'E'))))), ('skew', 'E'), ('re_fft', ('re_fft', ('min', ('max', ('+', 'Z', 'Z'))))), ('+', ('max', 'E'), ('corr', ('argmax', 'N'), ('re_fft', 'E'))), 'N', 'E', ('min', ('min', 'Z')), ('max', ('min', ('argmax', ('skew', ('+', 'Z', 'Z'))))), ('corr', ('corr', ('+', 'Z', ('max', ('re_fft', 'E'))), ('corr', ('corr', ('skew', 'Z'), 'N'), ('corr', ('argmax', 'E'), 'Z'))), ('kurtosis', ('min', ('min', 'N')))), ('min', ('re_fft', 'N')), 'Z', ('corr', ('skew', 'Z'), 'N'), ('+', ('re_fft', 'N'), ('argmax', ('corr', 'E', ('re_fft', 'E'))))]"
30,0.826,"['Z', ('argmax', 'N'), 'Z', ('min', ('skew', 'E')), ('+', 'Z', ('re_fft', ('+', ('kurtosis', ('kurtosis', 'E')), 'N'))), 'E', ('argmax', 'Z'), 'E', 'Z', ('+', 'Z', ('kurtosis', ('min', ('argmax', 'E')))), ('+', ('corr', ('argmax', 'E'), 'E'), ('+', ('argmax', ('+', ('min', 'N'), ('corr', 'Z', 'Z'))), ('kurtosis', ('re_fft', 'E')))), ('+', ('argmax', ('argmax', ('min', 'N'))), 'N'), ('argmax', ('argmax', ('re_fft', ('+', 'E', 'Z')))), ('skew', 'E'), 'Z', ('corr', ('corr', ('argmax', ('max', 'N')), ('skew', ('re_fft', 'Z'))), 'E'), ('argmax', ('+', ('argmax', 'E'), ('kurtosis', ('skew', ('kurtosis', 'Z'))))), ('max', 'N'), ('skew', 'N'), ('argmax', ('max', ('argmax', 'E'))), ('+', ('+', ('skew', ('kurtosis', ('min', 'Z'))), ('kurtosis', ('argmax', 'Z'))), 'E'), 'Z', 'N', ('corr', ('+', ('argmax', ('argmax', ('re_fft', 'Z'))), 'E'), ('max', ('re_fft', 'E'))), 'E', ('re_fft', ('argmax', ('re_fft', ('+', 'N', 'N')))), ('re_fft', 'Z'), ('+', ('argmax', 'E'), 'E'), ('kurtosis', ('kurtosis', ('argmax', ('max', ('corr', 'Z', 'E'))))), ('corr', ('kurtosis', 'N'), ('re_fft', ('corr', ('+', 'E', ('corr', 'Z', 'E')), ('re_fft', ('skew', 'E')))))]"
30,0.825,"[('corr', ('argmax', 'Z'), ('+', ('+', ('re_fft', ('max', 'Z')), 'Z'), 'N')), ('argmax', ('argmax', ('argmax', ('+', 'E', ('max', 'E'))))), ('kurtosis', 'N'), ('skew', ('argmax', ('skew', 'E'))), ('skew', ('skew', ('skew', ('corr', ('argmax', 'N'), ('+', 'E', 'E'))))), ('argmax', ('corr', ('kurtosis', ('re_fft', 'N')), ('kurtosis', ('argmax', 'Z')))), ('max', ('max', ('+', ('re_fft', ('re_fft', 'N')), ('skew', ('max', 'Z'))))), 'Z', ('+', ('max', ('argmax', ('corr', ('min', 'Z'), ('max', 'N')))), 'N'), ('skew', ('corr', ('skew', ('kurtosis', 'Z')), ('re_fft', ('re_fft', 'E')))), 'E', 'Z', ('kurtosis', ('min', ('argmax', ('re_fft', ('argmax', 'N'))))), ('argmax', 'E'), 'N', 'Z', ('re_fft', ('max', 'N')), ('argmax', ('kurtosis', ('max', 'Z'))), ('skew', ('max', ('+', ('+', ('kurtosis', 'E'), 'E'), ('re_fft', ('re_fft', 'E'))))), ('min', ('min', 'N')), ('min', ('argmax', ('skew', ('kurtosis', ('+', 'E', 'E'))))), ('corr', 'N', 'N'), 'E', ('+', ('skew', ('re_fft', ('max', ('kurtosis', 'N')))), ('skew', ('kurtosis', 'E'))), 'E', ('max', 'N'), ('min', ('re_fft', 'N')), ('min', ('re_fft', ('min', ('corr', ('+', 'Z', 'N'), ('argmax', 'N'))))), ('argmax', ('skew', 'E')), ('min', 'Z')]"
35,0.830,"[('max', ('min', ('corr', ('+', ('re_fft', 'Z'), ('kurtosis', 'Z')), ('+', ('kurtosis', 'Z'), ('re_fft', 'Z'))))), ('+', ('max', ('+', ('argmax', ('skew', 'E')), ('re_fft', 'E'))), ('kurtosis', 'Z')), 'E', ('min', ('skew', ('kurtosis', ('re_fft', ('max', 'E'))))), 'E', ('+', ('+', 'E', ('min', ('skew', 'E'))), ('+', ('max', 'N'), 'Z')), 'Z', ('min', 'E'), ('corr', ('+', ('max', ('skew', ('re_fft', 'E'))), ('corr', ('argmax', ('kurtosis', 'N')), 'Z')), 'Z'), ('re_fft', ('corr', 'Z', 'Z')), ('corr', 'E', ('max', 'N')), ('re_fft', ('corr', ('max', ('min', 'E')), 'E')), ('kurtosis', 'Z'), 'E', ('max', ('max', 'Z')), 'N', ('corr', 'Z', 'Z'), ('min', ('argmax', ('argmax', ('corr', ('min', 'N'), 'Z')))), ('max', 'N'), ('argmax', ('min', ('min', ('min', 'N')))), ('min', 'E'), ('re_fft', ('skew', 'Z')), ('+', 'N', ('kurtosis', ('+', ('re_fft', ('re_fft', 'Z')), ('re_fft', ('+', 'Z', 'E'))))), ('min', 'Z'), 'Z', ('re_fft', 'E'), ('skew', ('max', ('corr', ('max', ('corr', 'Z', 'N')), ('corr', ('+', 'Z', 'E'), ('argmax', 'N'))))), ('min', 'Z'), 'E', ('argmax', ('kurtosis', ('skew', 'N'))), ('skew', 'N'), ('argmax', ('skew', 'Z')), 'E', 'E', ('argmax', 'Z')]"
35,0.825,"['E', 'E', ('+', ('max', ('max', 'N')), ('skew', ('skew', ('+', ('argmax', 'E'), 'Z')))), ('corr', ('min', ('max', 'E')), ('skew', ('kurtosis', ('corr', ('max', 'E'), ('min', 'N'))))), ('re_fft', 'E'), ('min', ('corr', 'N', 'Z')), ('kurtosis', 'E'), 'N', 'N', ('kurtosis', 'E'), ('argmax', 'Z'), 'E', ('skew', ('kurtosis', ('re_fft', ('argmax', ('+', 'Z', 'N'))))), 'N', ('kurtosis', 'N'), 'E', 'N', ('re_fft', ('+', ('+', ('kurtosis', ('max', 'Z')), ('argmax', ('max', 'E'))), ('+', ('min', ('corr', 'E', 'Z')), ('argmax', ('kurtosis', 'N'))))), ('corr', ('corr', ('re_fft', ('re_fft', ('skew', 'N'))), ('max', ('argmax', 'E'))), ('re_fft', 'Z')), ('skew', ('re_fft', ('argmax', ('kurtosis', ('kurtosis', 'Z'))))), ('re_fft', 'Z'), 'N', ('min', 'E'), ('+', 'N', ('corr', 'Z', 'E')), 'E', ('+', ('argmax', ('min', ('max', 'Z'))), ('skew', ('argmax', ('corr', ('+', 'Z', 'N'), ('max', 'N'))))), ('re_fft', 'Z'), ('min', ('+', 'E', ('+', ('max', ('re_fft', 'N')), ('max', ('kurtosis', 'N'))))), 'Z', ('argmax', ('+', 'E', ('argmax', 'Z'))), ('min', 'N'), ('skew', 'N'), 'N', 'N', ('kurtosis', 'Z')]"
